address,zip code,INCENTIVE AMOUNT,grant,company
4356 W FULLERTON AVE,60639,"40,763.32",40763.32298,MARY JOSE S BEAUTY SALON INC
2513 W 79TH ST 1ST,60652,"40,761",40761.37493,"AAA ELECTRONICS, INC."
6005 S KEDZIE AVE,60629,"40,759.43",40759.42688,MA DEL CARMEN PALAFOX
7431 S WESTERN AVE,60636,"40,757",40757.47883,AGUILAR TIRE SHOP INCORPORATED
225 N COLUMBUS DR 76 7606,60601,"40,755.53",40755.53078,"Curis Technologies, LLC"
667 W DIVERSEY PKWY 1ST,60614,"40,754",40753.58273,TRADER JOE'S EAST INC.
7626 S WENTWORTH AVE 1,60620,"40,752",40751.63468,JAMES MCHUGH CONSTRUCTION CO.
4346-4348 W 51ST ST 1,60632,"40,749.69",40749.68663,PREMIER TIRE SHOP #2 INC.
3311 W NORTH AVE 1,60647,"40,748",40747.73858,"TCC WIRELESS, INC."
2048 N MILWAUKEE AVE 1,60647,"40,746",40745.79053,"24/7 CHICAGO LOCKSMITH, LLC"
4505-4511 W GRAND AVE 1ST,60639,"40,744",40743.84248,"ARANDAS TIRE & RIMS-GRAND, INC."
3858 W 63RD ST 1ST,60629,"40,742",40741.89443,LUZ M. GARCIA
261 W CERMAK RD LL-5,60616,"40,739.95",40739.94638,JASLIN HOTEL LLC
4018 W 24TH ST,60623,"40,738",40737.99833,AMBROCIO CONDE
2480 N LINCOLN AVE 1ST,60614,"40,736.05",40736.05028,"ALLURING BEAUTY, INC."
3643 W 26TH ST 1ST,60623,"40,734",40734.10223,MANUEL VILCHIZ
10200 S CENTRAL PARK AVE 1ST,60655,"40,732",40732.15417,"COUNTRY HOUSE KITCHEN COMPANY, INC."
4520 N KEDZIE AVE 1 C,60625,"40,730.21",40730.20612,CASA SANDRA LLC
4527 N RAVENSWOOD AVE 1ST 106,60640,"40,728",40728.25807,"LUCILA' S HOMEMADE, LLC"
6845 S EUCLID AVE,60649,"40,726.31",40726.31002,Spence Consulting Inc
2170 W WINDSOR AVE  1R,60625,"40,724",40724.36197,Micro-kitchens LLC
5949 - 5959 W MONTROSE AVE,60634,"40,722.41",40722.41392,ST. JUDE OIL GROUP INC.
835 N MICHIGAN AVE GROUND 1010,60611,"40,720.47",40720.46587,JIYA GROCERY INC
4805 N PULASKI RD 1ST,60630,"40,719",40718.51782,SHOBAKI BROTHERS INC.
2900 W MONTROSE AVE,60618,"40,717",40716.56977,"PARI & MITRA, INC."
3774 N CLARK ST 1 1,60613,"40,714.62",40714.62172,YOUNG WOO KWON
2222 N ELSTON AVE 1ST 100,60614,"40,712.67",40712.67367,"BAKER CONSTRUCTION GROUP, INC."
2940 S WENTWORTH AVE,60616,"40,711",40710.72562,JOHN'S HEATING INC.
8244 S COTTAGE GROVE AVE,60619,"40,709",40708.77757,Lifescore Foundation
7118 S YATES BLVD,60649,"40,707",40706.82952,"SELECT VENTURES, LLC"
1147 S WABASH AVE 1 100,60605,"40,705",40704.88147,TRADER JOE'S EAST INC.
4033 S KEDZIE AVE 1ST,60632,"40,702.93",40702.93342,LETICIA DOMINGUEZ-GONZALEZ
1655 S BLUE ISLAND AVE  PMB #353,60608,"40,700.99",40700.98537,"DAI CREATIVE, INC."
300 W 26TH ST 1,60616,"40,699",40699.03732,"CARBON ON 26TH, LLC"
25 E WASHINGTON ST LOWER LEVEL 63,60602,"40,697",40697.08927,JS&D CORPORATION
1819 W GRAND AVE 2ND 201,60622,"40,695",40695.14122,"THROUGH THE BODY, INC."
5897 S ARCHER AVE 1,60638,"40,693",40693.19317,"TCC WIRELESS, INC."
305-307 E GARFIELD BLVD 1ST & BSMT,60637,"40,691",40691.24511,"GRAND CROSSING MANAGEMENT, LLC"
6342 N CICERO AVE 1,60646,"40,689",40689.29706,"TCC WIRELESS, INC."
980 N MICHIGAN AVE 14TH 1400,60611,"40,687.35",40687.34901,"DIANA RODI HALL & ASSOCIATES, LLC"
9915 S WALDEN PKWY,60643,"40,685",40685.40096,Beverly Dry Goods LLC
4434 W DIVERSEY AVE,60639,"40,683.45",40683.45291,SALAZAR BAKERY LLC
4800 S LAKE PARK AVE,60615,"40,681.50",40681.50486,"CUDDLE CARE, INC"
1802 N DAMEN AVE,60647,"40,679.56",40679.55681,"A & S INVESTMENTS, INC."
6969 W GRAND AVE 1ST,60707,"40,678",40677.60876,"LABOR SOLUTIONS OF CHICAGO, LLC"
5057 W DIVISION ST 1ST,60651,"40,676",40675.66071,"MOSES BUTCHER SHOP, INC."
233 E ERIE ST 8 803,60611,"40,674",40673.71266,Reve LLC
5069 W MADISON ST,60644,"40,672",40671.76461,"DRIP DROP FOOD & LIQUORS, INC"
520 S LARAMIE AVE 1ST,60644,"40,670",40669.81656,RAZE UP GROOMING LOUNGE INC.
3618 N LINCOLN AVE,60613,"40,668",40667.86851,THE PET DEPOT INC.
642 E 79TH ST 1ST 7,60619,"40,665.92",40665.92046,MILLERS HEATING AND COOLING CONSULTANTS INC.
125 S CLARK ST 16-19,60603,"40,663.97",40663.97241,125 S CLARK STREET TENANT LLC
2001 S MICHIGAN AVE  1ST,60616,"40,662.02",40662.02436,"LOOP LEARNING CENTER, INC"
6516 W HIGGINS AVE 1ST,60656,"40,660.08",40660.07631,6516 HIGGINS CORPORATION
1414 W 87TH ST 1ST,60620,"40,658.13",40658.12826,"SWEET PEA ACADEMY, INC."
2347 S WENTWORTH AVE 1ST A,60616,"40,656",40656.18021,RONGSHING HONG INCORPORATED
3362 W CHICAGO AVE 1,60651,"40,654.23",40654.23216,"U.S. MOBILE & MORE, INC."
5942 W NORTH AVE,60639,"40,652.28",40652.2841,EVERYTHING MELODY LLC
6920 S ASHLAND AVE 1ST,60636,"40,650",40650.33605,ANH MY LUU
5 S WABASH AVE 17TH 1703,60603,"40,648",40648.388,"SET IN STONE CHICAGO, LLC"
2604 W LAWRENCE AVE,60625,"40,646",40646.43995,JOSE NAVEA
2052 W BELMONT AVE 1ST,60618,"40,644.49",40644.4919,AA NAIL COMP LLC
3745 N LINCOLN AVE 1ST,60613,"40,642.54",40642.54385,TRADER JOE'S EAST INC.
4411 N HAZEL ST 1ST,60640,"40,640.60",40640.5958,TAE SUN KIM
1800 W BELLE PLAINE AVE 1,60613,"40,638.65",40638.64775,"DOVETAIL BREWERY, INC."
334 S LARAMIE AVE 1ST,60644,"40,637",40636.6997,AVENUE ACADEMY OF NURSING CORP.
2603 W NORTH AVE,60647,"40,635",40634.75165,Finding me
2876 S ARCHER AVE 1,60608,"40,633",40632.8036,K.H. INCORPORATED
2124 W DIVISION ST,60622,"40,630.86",40630.85555,ONE STRANGE BIRD LLC
5239 S HARPER CT,60615,"40,628.91",40628.9075,TL Wolf II LLC
10416-10418 S WESTERN AVE,60643,"40,626.96",40626.95945,"FIT CODE, LLC"
233 E ERIE ST 6TH 613,60611,"40,625",40625.0114,SPHYNX
2020 W MONTROSE AVE 1ST,60618,"40,623.06",40623.06335,SLIMS CHICAGO LLC
5757 W BELMONT AVE 1,60634,"40,621",40621.1153,"TCC WIRELESS, INC."
3960 N ELSTON AVE 1,60618,"40,619",40619.16725,Vida de Nikki inc.
2710 N HALSTED ST 1 FLOOR,60614,"40,617",40617.2192,"INDIVIDUALIST SALON AND SPA, INC."
440 N WABASH AVE  2610,60611,"40,615",40615.27115,"DDT DATA PROCESSING, LLC"
165 E CHICAGO AVE,60654,"40,613",40613.3231,165 Chicago Inc
2741 N SPAULDING AVE,60647,"40,611",40611.37504,THE GILDED LILY LLC
5700 N LINCOLN AVE 2 214,60659,"40,609.43",40609.42699,E&S IT Holdings Inc
5446 S ARCHER AVE 1ST,60638,"40,607.48",40607.47894,GOOD LIFE EVENTS & MORE LLC
2143 W MAYPOLE AVE A A,60612,"40,606",40605.53089,CHARMAINE GARDNER
5034 S ARCHER AVE 1,60632,"40,604",40603.58284,"COMPUTER PRODIGIES, INC."
4040 W OGDEN AVE 1ST,60623,"40,601.63",40601.63479,I LOVE MY BED LLC
862 N ASHLAND AVE STORE FRONT 1F,60622,"40,599.69",40599.68674,"Janell Elise - Zip & Fit, Corp"
85 E WACKER DR 1-23,60601,"40,597.74",40597.73869,"360 MANAGEMENT COMPANY, LLC"
85 E WACKER DR 1-23,60601,"40,595.79",40595.79064,"360 MANAGEMENT COMPANY, LLC"
1600 W 13TH ST 1,60608,"40,593.84",40593.84259,"TCC WIRELESS, INC."
1101 W RANDOLPH ST  23,60607,"40,591.89",40591.89454,Golden Fleece Salon
5650 W ROOSEVELT RD 1,60644,"40,589.95",40589.94649,"TCC WIRELESS, INC."
2950 W CHICAGO AVE 3 301 C,60622,"40,588",40587.99844,The Beauty Beautique LLC
1000 E 111TH ST 7TH,60628,"40,586.05",40586.05039,CALUMET AREA INDUSTRIAL DEVELOPMENT COMMISSION
10-20 E DELAWARE PL,60611,"40,584",40584.10234,"EPIC PARKING, LLC"
1012 W LAKE ST,60607,"40,582",40582.15429,"BLACK DOG GELATO, LLC"
1401-1405 W DEVON AVE 1,60660,"40,580.21",40580.20624,"UNCOMMON GROUND, INC."
300 W 26TH ST 1,60616,"40,578.26",40578.25819,"CARBON ON 26TH, LLC"
3710 N CLARK ST,60613,"40,576.31",40576.31014,YANKEE ZULU INC
3710 N CLARK ST,60613,"40,574",40574.36209,YANKEE ZULU INC
6150 N NORTHWEST HWY 1ST,60631,"40,572.41",40572.41403,"OPEL CONSTRUCTION, INC."
3710 N CLARK ST,60613,"40,570.47",40570.46598,YANKEE ZULU INC
166 E SUPERIOR ST,60611,"40,569",40568.51793,VALET PARKING AUTHORITY LIMITED
127 W HURON ST,60654,"40,567",40566.56988,VALET PARKING AUTHORITY LIMITED
2742 N LINCOLN AVE  STORE,60614,"40,564.62",40564.62183,Guided Design & Cabinetry LLC
5050 W MADISON ST 1ST,60644,"40,563",40562.67378,LOUIE GROCERY INC.
5050 W MADISON ST 1ST,60644,"40,561",40560.72573,LOUIE GROCERY INC.
1653 W 79TH ST,60620,"40,558.78",40558.77768,"MA QUICK MART, INC."
6250 N CALIFORNIA AVE  A,60659,"40,557",40556.82963,ASIAN COMMUNITY CHICAGO INC
731 S PLYMOUTH CT 1,60605,"40,554.88",40554.88158,FIT-RESULTS LLC
111-113 W KINZIE ST LL,60654,"40,553",40552.93353,"UNTITLED 111, LLC"
6828 N GREENVIEW AVE 1ST 1N,60626,"40,551",40550.98548,MICHAEL DUBENSKY
3857 N SOUTHPORT AVE  1,60613,"40,549",40549.03743,"TOONS, INC."
3857 N SOUTHPORT AVE  1,60613,"40,547.09",40547.08938,"TOONS, INC."
6828 N GREENVIEW AVE 1ST 1N,60626,"40,545.14",40545.14133,MICHAEL DUBENSKY
50 E WALTON ST 1ST,60611,"40,543.19",40543.19328,"SPRINKLES CUPCAKES IL, LLC"
5025 N PAULINA ST 1ST - 5TH,60640,"40,541",40541.24523,THOREK MEMORIAL HOSPITAL
1059-1065 W ADDISON ST 1-2,60613,"40,539.30",40539.29718,"CUBBY BEAR LOUNGE, LTD."
1059-1065 W ADDISON ST 1-2,60613,"40,537.35",40537.34913,"CUBBY BEAR LOUNGE, LTD."
1059-1065 W ADDISON ST 1-2,60613,"40,535.40",40535.40108,"CUBBY BEAR LOUNGE, LTD."
1059-1065 W ADDISON ST 1-2,60613,"40,533",40533.45303,"CUBBY BEAR LOUNGE, LTD."
5740 N NEWCASTLE AVE,60631,"40,531.50",40531.50497,J AND L BUILDERS LLC
1214 E 53RD ST 1,60615,"40,530",40529.55692,"THE BEVERAGE SHOPPE, LLC"
2848 W MADISON ST 1,60612,"40,527.61",40527.60887,Garfield Park Currency Exchange Inc.
952-956 W ADDISON ST 1 & 2,60613,"40,526",40525.66082,"952-6 W ADDISON, INC."
5025 N PAULINA ST 1ST - 5TH,60640,"40,524",40523.71277,THOREK MEMORIAL HOSPITAL
5155 N KIMBALL AVE 1ST,60625,"40,522",40521.76472,"FOSTER SHELL MART, INC."
5248 N PAULINA ST  2,60640,"40,520",40519.81667,GRAND PERSONAL CHEF LLC
3020-3024 N LINCOLN AVE 1,60657,"40,517.87",40517.86862,HOWARD BROWN HEALTH CENTER
3821 S GILES AVE,60653,"40,516",40515.92057,C'EST SI BON LTD.
1841 W BERENICE AVE  2,60613,"40,513.97",40513.97252,CHICAGO CUSTOM CAKES LLC
4325 N ALBANY AVE,60618,"40,512",40512.02447,CHICAGO ARTIZEN LLC
59 E 46TH ST  APT 509,60653,"40,510",40510.07642,JMICHELES CATERING LLC
1917 W FARWELL AVE,60626,"40,508.13",40508.12837,HOOKED ON FISH INC.
659 W RANDOLPH ST 18 1811,60661,"40,506",40506.18032,LIL BUCKS LLC
2301 N HAMLIN AVE,60647,"40,504",40504.23227,LA BOULANGERIE DE MAGGY LLC
7200 N RIDGE BLVD 1ST 1B,60645,"40,502",40502.28422,MICHELLE Y MOORE
6919 S WABASH AVE 2,60637,"40,500",40500.33617,Jacci's Kozy Kitchen
8830 S PARNELL AVE,60620,"40,498.39",40498.38812,FEDELMA'S LLC
3855 W DIVISION ST 1,60651,"40,496",40496.44007,"AVVA INC.,"
7920 S CLYDE AVE,60617,"40,494",40494.49202,I TOUCHED A DREAM LLC
2300 S DR MARTIN LUTHER KING JR DR 1,60616,"40,492.54",40492.54397,PEAR LLC
2216 N MAPLEWOOD AVE,60647,"40,491",40490.59591,MINI MOTT CO.
4520 N SEELEY AVE  2E,60625,"40,488.65",40488.64786,DEEPER PURPLE LLC
113-125 N GREEN ST BSMT - 6TH,60607,"40,487",40486.69981,SOHO HOUSE CHICAGO LLC
113-125 N GREEN ST BSMT - 6TH,60607,"40,485",40484.75176,SOHO HOUSE CHICAGO LLC
113-125 N GREEN ST BSMT - 6TH,60607,"40,483",40482.80371,SOHO HOUSE CHICAGO LLC
113-125 N GREEN ST BSMT - 6TH,60607,"40,480.86",40480.85566,SOHO HOUSE CHICAGO LLC
113-125 N GREEN ST BSMT - 6TH,60607,"40,479",40478.90761,SOHO HOUSE CHICAGO LLC
8659 S STATE ST,60619,"40,477",40476.95956,"ATH MANAGEMENT, INC."
113-125 N GREEN ST BSMT - 6TH,60607,"40,475.01",40475.01151,SOHO HOUSE CHICAGO LLC
113-125 N GREEN ST BSMT - 6TH,60607,"40,473",40473.06346,SOHO HOUSE CHICAGO LLC
113-125 N GREEN ST BSMT - 6TH,60607,"40,471.12",40471.11541,SOHO HOUSE CHICAGO LLC
113-125 N GREEN ST BSMT - 6TH,60607,"40,469",40469.16736,SOHO HOUSE CHICAGO LLC
3800-3804 N CLARK ST,60613,"40,467",40467.21931,"UNCOMMON GROUND, INC."
113-125 N GREEN ST BSMT - 6TH,60607,"40,465",40465.27126,SOHO HOUSE CHICAGO LLC
113-125 N GREEN ST BSMT - 6TH,60607,"40,463",40463.32321,SOHO HOUSE CHICAGO LLC
3201 S STATE ST,60616,"40,461.38",40461.37516,AR CORPORATION OF CHICAGO
113-125 N GREEN ST BSMT - 6TH,60607,"40,459.43",40459.42711,SOHO HOUSE CHICAGO LLC
113-125 N GREEN ST BSMT - 6TH,60607,"40,457",40457.47906,SOHO HOUSE CHICAGO LLC
4183-4185 N CLARENDON AVE 1ST,60613,"40,456",40455.53101,CLARENDON FOOD MART INC
4103 W FULLERTON AVE 1,60639,40453.58296,40453.58296,GENOVEVA MORENO
4183-4185 N CLARENDON AVE 1ST,60613,"40,451.63",40451.6349,CLARENDON FOOD MART INC
4183-4185 N CLARENDON AVE 1ST,60613,"40,450",40449.68685,CLARENDON FOOD MART INC
4130 W 25TH ST 2 2,60623,"40,448",40447.7388,JAVIER CRUZ
2045 W 67TH PL 1,60636,"40,446",40445.79075,ERICA   C.   WILLIAMS
5630 N SHERIDAN RD 10TH 1001,60660,"40,444",40443.8427,HORIZON AFRICA SAFARI LLC
640 W IRVING PARK RD,60613,"40,441.89",40441.89465,AMERICAN ISLAMIC COLLEGE
3611-3617 N BROADWAY,60613,"40,439.95",40439.9466,"WHIPPED & BEATEN CULINARY WORKS, INC."
3611-3617 N BROADWAY,60613,"40,438.00",40437.99855,"WHIPPED & BEATEN CULINARY WORKS, INC."
5500 W HUTCHINSON ST 1,60641,"40,436",40436.0505,"MJ ERECTORS, INC."
4554 N BROADWAY  3RD 338,60640,"40,434",40434.10245,SPD STAFFING CORP.
180 N FIELD BLVD,60601,"40,432.15",40432.1544,DIAMOND PARKING SERVICE INC.
1023 W IRVING PARK RD,60613,"40,430",40430.20635,HOWARD BROWN HEALTH CENTER
115 E CHICAGO AVE,60611,"40,428",40428.2583,DIAMOND PARKING SERVICE INC.
3343 N HALSTED ST,60657,"40,426",40426.31025,THE MEN'S ROOM SHOP L.L.C.
2416 S MICHIGAN AVE,60616,"40,424",40424.3622,"KIDS CORNER ACADEMY, INC."
1025 W MONTROSE AVE,60613,"40,422.41",40422.41415,JOSE LOPEZ
"104 S MICHIGAN AVE 2,3,4",60603,"40,420.47",40420.4661,COLONEL (IL) JAMES N. PRITZKER LIBRARY OF THE CITIZEN SOLDIER
35 W WACKER DR 1ST,60601,"40,419",40418.51805,WINDY CITY PARKING INC.
1528 E 55TH ST 1,60615,"40,417",40416.57,TRADER JOE'S EAST INC.
120 N WACKER DR 1ST&2ND,60606,"40,415",40414.62195,"EPIC PARKING, LLC"
5243 W NORTH AVE,60639,"40,413",40412.6739,LATAYA POWELL
3944 N LINCOLN AVE 1ST,60613,"40,410.73",40410.72584,LINH TANG
1055 E 55TH ST,60615,"40,408.78",40408.77779,STRIKE TWO CORP.
79 E MADISON ST,60602,"40,407",40406.82974,NEWA GROUP LLC
1055 E 55TH ST,60615,"40,404.88",40404.88169,STRIKE TWO CORP.
1055 E 55TH ST,60615,"40,402.93",40402.93364,STRIKE TWO CORP.
4328 S WESTERN AVE,60609,"40,401",40400.98559,MENDEZ AUTO REPAIR INC.
1055 E 55TH ST,60615,"40,399.04",40399.03754,STRIKE TWO CORP.
5615 W MONTROSE AVE 1ST,60634,"40,397",40397.08949,"MONTROSE FOOD & LIQUORS, INC."
5539 S MICHIGAN AVE 1ST,60637,"40,395",40395.14144,MICHIGAN FOOD CENTER INC.
5244 N LAKEWOOD AVE 2,60640,"40,393",40393.19339,ONE HOPE UNITED - NORTHERN REGION
12315 S STATE ST,60628,"40,391",40391.24534,KARKAR FOOD INC.
167 N GREEN ST  1300,60607,"40,389",40389.29729,"JSSI PARTS, LLC"
340 E 38TH ST 8TH 805,60653,"40,387",40387.34924,FYI & ASSOCIATES INC.
466 W 29TH ST,60616,"40,385",40385.40119,ASIAN BUSINESS CONNECTION
200 E 35TH ST,60616,"40,383.45",40383.45314,"JNL ENTERPRISES II, LLC"
5048 S CORNELL AVE 1ST,60615,"40,381.51",40381.50509,"CORNELL AMOCO, INC."
[REDACTED FOR PRIVACY],60613,"40,380",40379.55704,SHELLY MARKS
2108 W DIVISION ST 1,60622,"40,378",40377.60899,JOE'S WINE CELLAR INC.
2108 W DIVISION ST 1,60622,"40,376",40375.66094,JOE'S WINE CELLAR INC.
2108 W DIVISION ST 1,60622,"40,374",40373.71289,JOE'S WINE CELLAR INC.
3912-3914 N CLARK ST 1,60613,"40,372",40371.76483,OTHERWORLD THEATRE COMPANY
707 S DEARBORN ST 1ST,60605,"40,370",40369.81678,"YEHIA & COMPANY HAIR DESIGN, INC."
1455 E 53RD ST  1ST,60615,"40,368",40367.86873,"YEHIA & COMPANY HAIR DESIGN, INC."
5424 W FULLERTON AVE 1ST,60639,"40,365.92",40365.92068,"AMEER FOOD MARKET, INC."
3717 N RAVENSWOOD AVE  112,60613,"40,364",40363.97263,"DAIYUZENJI, NFP"
3664 N LINCOLN AVE  1ST,60613,"40,362",40362.02458,LAWRENCE AUTO TRIM CO INC.
2343 W TAYLOR ST,60612,"40,360.08",40360.07653,GRANDDADDY KITCHEN INC.
410 S MICHIGAN AVE 4 414,60605,"40,358.13",40358.12848,BUCKLE DOWN MEDIA LLC
1168 -1172 E 55TH ST 1ST,60615,"40,356",40356.18043,"THE WOODLAWN TAP, INC."
4432 N KEDZIE AVE  104,60625,"40,354",40354.23238,MOVING UNITS INC.
1168 -1172 E 55TH ST 1ST,60615,"40,352",40352.28433,"THE WOODLAWN TAP, INC."
3729 N SOUTHPORT AVE 1,60613,"40,350",40350.33628,"CLICK FOOTWEAR, INC."
200 E ILLINOIS ST,60611,"40,348.39",40348.38823,"ECI Chicago Center, LLC"
747 W 31ST ST,60616,"40,346.44",40346.44018,"RUSSELL CELLULAR, INC."
5206 S HARPER AVE,60615,"40,344",40344.49213,"FRONTLINE DISTRIBUTION INTERNATIONAL, INC."
1155 E HYDE PARK BLVD 3RD,60615,"40,343",40342.54408,WARD ENVIRONMENTAL SERVICES IN
2160 S ARCHER AVE  B,60616,"40,341",40340.59603,"OCEANIA TOURS, INC."
558 E 79TH ST FIRST FL,60619,"40,339",40338.64798,DISCOUNT PRIDE CLEANERS 1 CORP.
525 N CICERO AVE,60644,"40,337",40336.69993,PRESTIGE AUTO GROUP ENTERPRISES INC.
1011 W IRVING PARK RD 1ST,60613,"40,335",40334.75188,"BERTO'S, INC."
1011 W IRVING PARK RD 1ST,60613,"40,332.80",40332.80383,"BERTO'S, INC."
605 W 31ST ST 1 1,60616,"40,330.86",40330.85577,HAN 202 CORPORATION
1236 W 18TH ST 1ST,60608,"40,329",40328.90772,"INTERNATIONAL GRILL, LLC."
1512 N LA SALLE DR 1-4,60610,"40,326.96",40326.95967,Carling LLC
3707-3709 N BROADWAY,60613,"40,325",40325.01162,PLATINUM DRY CLEANERS INC
1701 S STATE ST,60616,"40,323",40323.06357,PAYLESS CAR WASH INC.
157 W ONTARIO ST,60654,"40,321",40321.11552,DIAMOND PARKING SERVICE INC.
3660-3662 N CLARK ST 1,60613,"40,319",40319.16747,"3660 CLARK STREET, INC."
2406 S WENTWORTH AVE,60616,"40,317.22",40317.21942,GOOD LUCK TRADING INC
224-230 N MICHIGAN AVE,60601,"40,315.27",40315.27137,SP PLUS CORPORATION
85 E WACKER DR,60601,"40,313",40313.32332,VALET PARKING AUTHORITY LIMITED
65 W JACKSON BLVD,60604,"40,311",40311.37527,"FAIR PARKING, INC."
5 S WABASH AVE,60603,"40,309.43",40309.42722,VALET PARKING AUTHORITY LIMITED
674-678 N MICHIGAN AVE,60611,"40,307.48",40307.47917,SP PLUS CORPORATION
66 W ILLINOIS ST,60654,"40,306",40305.53112,"FAIR PARKING, INC."
60 W ILLINOIS ST,60654,"40,304",40303.58307,"FAIR PARKING, INC."
140 E WALTON PL,60611,"40,302",40301.63502,SP PLUS CORPORATION
626 N STATE ST,60654,"40,299.69",40299.68697,S & R VALET LLC
251 E HURON ST,60611,"40,298",40297.73892,INTERPARK LLC
250 E SUPERIOR ST,60611,"40,296",40295.79087,INTERPARK LLC
540 N MICHIGAN AVE,60611,"40,293.84",40293.84282,INTERPARK LLC
39 S LA SALLE ST,60603,"40,291.89",40291.89476,HOSPITALITY PARKING SERVICES INC.
55 E PEARSON ST,60611,"40,289.95",40289.94671,"PARKPLUS, LLC"
12 S MICHIGAN AVE,60603,"40,288",40287.99866,"EPIC PARKING, LLC"
113-125 N GREEN ST,60607,"40,286.05",40286.05061,SPV GOLD VALET LLC
"81 E VAN BUREN ST 1-11, ROOFTOP",60605,"40,284.10",40284.10256,THE CHICAGO CLUB
2130 S HALSTED ST  2,60608,"40,282",40282.15451,CARVETTE  INC
230 E ONTARIO ST,60611,"40,280",40280.20646,VALET 230 PARKING INC.
8 W MAPLE ST,60610,"40,278",40278.25841,DIAMOND PARKING SERVICE INC.
247 E ONTARIO ST,60611,"40,276.31",40276.31036,VALET 230 PARKING INC.
888 S MICHIGAN AVE,60605,"40,274.36",40274.36231,PRECISE PERSONNEL SOLUTIONS LLC
60 E GRAND AVE,60611,"40,272.41",40272.41426,312 PARKING MANAGEMENT INC.
1500-1506 W TAYLOR ST,60607,"40,270.47",40270.46621,TAYLOR  LAFLIN  LLC
1301 N STATE PKWY,60610,"40,268.52",40268.51816,MY PARKING
201 E GRAND AVE,60611,"40,266.57",40266.57011,V-PROFESSIONAL PARKING INC.
51 W KINZIE ST,60654,"40,264.62",40264.62206,SPV GOLD VALET LLC
65 W KINZIE ST,60654,"40,262.67",40262.67401,SPV GOLD VALET LLC
1365 N DEARBORN ST 1,60610,"40,261",40260.72596,ABC PARKING CORP.
60 W ONTARIO ST,60654,"40,258.78",40258.77791,VIP VALET PARKING CORPORATION
63 W ONTARIO ST,60654,"40,256.83",40256.82986,VIP VALET PARKING CORPORATION
1551 W NORTH AVE,60642,"40,255",40254.88181,"CONTRAST PARKING, LLC"
1209 W ALBION AVE,60626,"40,253",40252.93376,"CONTRAST PARKING, LLC"
500 N FRANKLIN ST  1,60610,"40,251",40250.9857,CLUB GENE & GEORGETTI LIMITED PARTNERSHIP
201 N STATE ST,60601,"40,249",40249.03765,HOSPITALITY PARKING SERVICES INC.
200 S HALSTED ST,60661,"40,247.09",40247.0896,"GREEK ISLANDS RESTAURANT, INC."
1024 N RUSH ST,60611,"40,245.14",40245.14155,S & R VALET LLC
225 N WABASH AVE,60601,"40,243",40243.1935,HOSPITALITY PARKING SERVICES INC.
1028 N RUSH ST,60611,"40,241.25",40241.24545,S & R VALET LLC
11601 W TOUHY AVE LL-10,60666,"40,239.30",40239.2974,HILTON MANAGEMENT LLC
111 N WABASH AVE,60602,"40,237.35",40237.34935,EZ PARKING LLC
340-344 W ARMITAGE AVE,60614,"40,235.40",40235.4013,"MODERN PARKING SERVICES, LLC"
120 E DELAWARE PL,60611,"40,233",40233.45325,SP PLUS CORPORATION
500 N KINGSBURY ST,60610,"40,232",40231.5052,SP PLUS CORPORATION
900 N MICHIGAN AVE,60611,"40,229.56",40229.55715,SP PLUS CORPORATION
160 E PEARSON ST,60611,"40,228",40227.6091,SP PLUS CORPORATION
834 N RUSH ST,60611,"40,225.66",40225.66105,WINDY CITY PARKING INC.
330 N WABASH AVE,60611,"40,224",40223.713,SP PLUS CORPORATION
455 N PARK DR,60601,"40,221.76",40221.76495,SP PLUS CORPORATION
3630 N CLARK ST,60613,"40,220",40219.8169,SP PLUS CORPORATION
1578-1580 N CLYBOURN AVE,60642,"40,217.87",40217.86885,WINDY CITY PARKING INC.
1 E DELAWARE PL,60611,"40,216",40215.9208,WINDY CITY PARKING INC.
11601 W TOUHY AVE,60666,"40,213.97",40213.97275,SP PLUS CORPORATION
1 E WACKER DR,60601,"40,212.02",40212.02469,WINDY CITY PARKING INC.
1073 W VERNON PARK PL,60607,"40,210.08",40210.07664,"VERNON PARK TAP L.L.C.,"
108 E SUPERIOR ST,60611,"40,208",40208.12859,SP PLUS CORPORATION
41 E CHESTNUT ST,60611,"40,206",40206.18054,WINDY CITY PARKING INC.
712 N RUSH ST,60611,"40,204.23",40204.23249,SIRIUS VALET PARKING INC.
20 W KINZIE ST,60654,"40,202",40202.28444,SP PLUS CORPORATION
720 S MICHIGAN AVE,60605,"40,200.34",40200.33639,SP PLUS CORPORATION
500 E 47TH ST 1ST,60653,"40,198",40198.38834,STAR STUDDED SOIREE SEQUEL LLC
854 W RANDOLPH ST,60607,"40,196.44",40196.44029,SP PLUS CORPORATION
225 E CHICAGO AVE,60611,"40,194.49",40194.49224,SP PLUS CORPORATION
2233 S DR MARTIN LUTHER KING JR DR,60616,"40,192.54",40192.54419,SP PLUS CORPORATION
351 W HUBBARD ST,60654,"40,190.60",40190.59614,WINDY CITY PARKING INC.
464 N HALSTED ST  1,60642,"40,189",40188.64809,PINNACLE VALET LLC
1655 N SEDGWICK ST,60614,"40,187",40186.70004,OCTOPUS INC.
1824 W WABANSIA AVE,60622,"40,185",40184.75199,OCTOPUS INC.
70 E WALTON ST,60611,"40,182.80",40182.80394,"GOLD STAR VALET, INC."
