account number,ward,license number,legal name,address,zip code
424485,21,2578263,"VINCENNES CHICKEN, LLC",9516 S VINCENNES AVE 1ST,60643
369079,34,2136972,FAATIMA LLC,1526-1530 W 111TH ST 1ST,60643
299710,27,2647725,"HIGHLAND PARK CVS, L.L.C.",1034 W LAKE ST 1,60607
388021,35,2308713,"SU NUEVA CASA DEL GALLO BRAVO, INC.",3714 W LAWRENCE AVE 1ST,60625
331397,25,2202448,OPEN BOOKS LTD.,905-913 W 19TH ST 1ST,60608
424660,22,2578555,BARRY EXPRESS LLC,3600 S KOSTNER AVE 1ST,60632
369492,42,2137930,"Convexity Properties, LLC",540 W MADISON ST 2500,60661
456094,19,2646613,JEREMY GLOMB,[REDACTED FOR PRIVACY],60643
205033,27,1068963,"GALLERIA LIQUEURS, INC.",1559 N WELLS ST,60610
465876,42,2813644,MJB RESTAURANT GROUP LLC,300 N CANAL ST 13 1304,60606
369734,16,2817945,OLIVIA M. MOULTON,6459 S BISHOP ST,60636
472609,25,2767129,KATHERINE MAHON,[REDACTED FOR PRIVACY],60607
369184,17,2137180,"RESTAURANT MANAGEMENT CONCEPTS, INC.",6940 S ASHLAND AVE MAIN C,60636
473054,3,2771275,BETH GUGINO,[REDACTED FOR PRIVACY],60605
473230,2,2771618,MELISSA RICKEY,[REDACTED FOR PRIVACY],60611
466262,49,2817925,TEE MART DECORATED APPAREL LLC,1626 W MORSE AVE  STORE,60626
472947,32,2771101,BRITTNEY PATTERSON,[REDACTED FOR PRIVACY],60647
473176,42,2771494,ANNA MARTUCCI,[REDACTED FOR PRIVACY],60611
24224,29,1755,DINJER INC,7001 W DIVERSEY AVE,60707
66092,29,2215719,"FRESH START DAYCARE, INC.",6922-6924 W NORTH AVE,60707
403898,18,2818394,TRUEFLY NATURAL SKINCARE COMPANY,8457 S PULASKI RD,60652
278669,46,2818467,EFRAIN VELAZQUEZ,4334 N HAZEL ST,60613
477200,1,2822259,CHICAGO MAKERS POP UP LLC,1279 N MILWAUKEE AVE 1,60622
331934,42,2812880,"THEORY, LLC",9 W HUBBARD ST FLOORS 1-2 N/A,60654
5139,2,41243,"BOOTLEGGER, INC.",13 W DIVISION ST 1,60610
5139,2,41246,"BOOTLEGGER, INC.",13 W DIVISION ST 1,60610
421860,49,2636959,ARCHIE'S L.L.C.,1228 W LOYOLA AVE 1ST,60626
5139,2,41247,"BOOTLEGGER, INC.",13 W DIVISION ST 1,60610
5139,2,41245,"BOOTLEGGER, INC.",13 W DIVISION ST 1,60610
465812,35,2803462,51 DHRUVI INC.,3951 W LAWRENCE AVE STOREFRONT,60625
411695,17,2523104,GREEN LINE FOOD MART INC.,7701 S RACINE AVE,60620
403624,29,2446168,BLUE EDGE TECHNOLOGY LLC,5750 W BLOOMINGDALE AVE 1ST 1,60639
460351,42,2812747,"215 E OHIO, INC.",213-215 E OHIO ST 1,60611
379259,1,2374413,MASADA OF CHICAGO INC.,2204-2206 N CALIFORNIA AVE,60647
379259,1,2374414,MASADA OF CHICAGO INC.,2204-2206 N CALIFORNIA AVE,60647
460351,42,2812746,"215 E OHIO, INC.",213-215 E OHIO ST 1,60611
465107,5,2708488,DEANGELO MARQUIS DOTSON,7114 S YATES BLVD 1,60649
460351,42,2812748,"215 E OHIO, INC.",213-215 E OHIO ST 1,60611
379259,1,2374411,MASADA OF CHICAGO INC.,2204-2206 N CALIFORNIA AVE,60647
379259,1,2374412,MASADA OF CHICAGO INC.,2204-2206 N CALIFORNIA AVE,60647
379259,1,2374418,MASADA OF CHICAGO INC.,2204-2206 N CALIFORNIA AVE,60647
424839,3,2658947,"NAVALA INC.,",1325 S WABASH AVE 2ND 204,60605
424839,46,2578931,"NAVALA INC.,",4554 N BROADWAY   2 212B,60640
427010,1,2595402,"GAMING CAFE, LLC",1965 N MILWAUKEE AVE 1,60647
427010,1,2595404,"GAMING CAFE, LLC",1965 N MILWAUKEE AVE 1,60647
427010,1,2595405,"GAMING CAFE, LLC",1965 N MILWAUKEE AVE 1,60647
424955,3,2579078,"OCEAN CITY AQUARIUMS, INC.",4655 S DR MARTIN LUTHER KING JR DR 1ST 200,60653
423596,36,2570001,ARANDA MEXICAN RESTAURANT INC.,6706 W BELMONT AVE 1,60634
30373,42,2008746,"MESIROW ADVANCED STRATEGIES, INC.",353 N CLARK ST 4-12,60654
27916,42,2008779,"MESIROW REAL ESTATE INVESTMENTS, INC.",353 N CLARK ST 4-12,60654
86655,42,2008789,"MESIROW REALTY SERVICES, INC",353 N CLARK ST 4-12,60654
369385,27,2138082,ANNA HOVET,2000 W CARROLL AVE 3 302,60612
27917,42,2008750,"MESIROW FINANCIAL INVESTMENT MANAGEMENT, INC.",353 N CLARK ST 4-12,60654
30374,42,2008751,"MESIROW FINANCIAL PRIVATE EQUITY, INC.",353 N CLARK ST 4-12,60654
30370,42,2008756,"MESIROW FINANCIAL SERVICES, INC.",353 N CLARK ST 4-12,60654
27908,42,2008749,"MESIROW FINANCIAL HOLDINGS, INC.",353 N CLARK ST 4-12,60654
30007,42,2008788,"MESIROW REALTY SALE-LEASEBACK, INC.",353 N CLARK ST 4-12,60654
464203,38,2813968,Timothy M. Stein,7950 W BELMONT AVE,60634
16125,1,2797470,QUANG RESTAURANT INC.,2459 W ARMITAGE AVE,60647
421647,25,2803737,SF RESTAURANT INC,1502 W 18TH ST,60608
473886,20,2803204,"SOUTHSIDE GRINDS, LLC",6127 S LANGLEY AVE,60637
306632,40,2797463,"PIZZA SWEDE, INCORPORATED",1508-1512 W BERWYN AVE,60640
481418,33,2822638,GINA LORIN USSEL,4747 N SAWYER AVE 1ST,60625
481374,33,2822573,ITTY BITTY MINI MART LLC,4637 N KEDZIE AVE 1ST,60625
481416,33,2822637,KATHERINE BOYER HAYS,4747 N SAWYER AVE 1ST,60625
481394,33,2822600,ARIANA LOZADA,4747 N SAWYER AVE 1ST,60625
481373,33,2822572,ZSOFIA OTVOS,4747 N SAWYER AVE 1ST,60625
481387,33,2822593,"THIRSTY DONKEY SKIN CARE, LLC",4747 N SAWYER AVE 1ST,60625
481390,33,2822595,STEVEN PATRICK MILLS,4637 N KEDZIE AVE 1ST,60625
428733,33,2822603,ADA  GARCIA,4730 N KIMBALL AVE 1ST,60625
481386,33,2822592,MELISSA KOLBUSZ,4747 N SAWYER AVE 1ST,60625
481510,33,2822790,"CHICAGO SIGN SYSTEMS, INC.",4635 N KEDZIE AVE,60625
298924,28,2758124,"PANDA EXPRESS, INC.",723 S SEELEY AVE,60612
388378,50,2313741,"ALDEN INC.,",6404 N CALIFORNIA AVE,60645
289688,42,1592324,"MICHIGAN 30, LLC",30 N MICHIGAN AVE  2100,60602
4751,42,1592320,"8 S MICHIGAN , LLC",8 S MICHIGAN AVE,60603
388271,47,2313515,VAGABOND SCHOOL OF THE ARTS LLC,4001 N RAVENSWOOD AVE 5TH 504,60613
64396,33,47016,LOGAN-AVONDALE VFW # 2978,3007 N KEDZIE AVE 1ST,60618
53739,25,31779,DORMAN-DUNN POST #547 AMERICAN LEGION,2129 W CERMAK RD  2,60608
369962,47,2704453,ILLINOIS-RAVENSWOOD INC.,1918 W MONTROSE AVE,60613
322508,42,1848342,THE MARMON GROUP LLC,181 W MADISON ST 25 & 26,60602
400591,47,2717894,"BITTER POPS, INC.",3357-3361 N LINCOLN AVE 1,60657
369865,27,2141186,Steve's Flower Market,1039 W GRAND AVE 1,60642
417650,43,2536490,"FIRST WURST, LLC",2464-2466 N LINCOLN AVE 1,60614
408888,27,2762176,SIX NINE FOUR LLC,694 N MILWAUKEE AVE 1-2,60642
417650,43,2536489,"FIRST WURST, LLC",2464-2466 N LINCOLN AVE 1,60614
400022,42,2418112,"ORIOLE, LLC",661 W WALNUT ST,60661
400022,42,2418113,"ORIOLE, LLC",661 W WALNUT ST,60661
404222,1,2762108,"CALIBRATE PROPERTY MANAGEMENT, LLC",1819 W DIVISION ST,60622
62990,40,2205279,2600 WEST BRYN MAWR INC,2600 W BRYN MAWR AVE,60659
404246,41,2451545,"O'HARE POPCORN & FOODS, L.L.C.",11601 W TOUHY AVE  TERMINAL 3,60666
424540,39,2578353,AV FOODS CORP.,3456 W FOSTER AVE 1ST,60625
369864,1,2141185,NE PLUS ULTRA CHICAGO LLC,1114 N ASHLAND AVE 1ST 1F,60622
51655,42,2693945,START EARLY,33 W MONROE ST 12 1200,60603
314514,42,1888869,"TRUSTWAVE HOLDINGS, INC.","70 W MADISON ST 4,6,7 600",60602
60656,12,71489,JUAN SANTANA,4100 S ASHLAND AVE # 1ST,60609
326969,42,1889142,"LSCG MANAGEMENT, INC.",70 W MADISON ST 57 5710,60602
63973,31,35340,RZESZOWSKA INC,2518 N LARAMIE AVE 1ST,60639
320589,42,2718356,"LEVEL-(1) GLOBAL SOLUTIONS, LLC",318 W ADAMS ST,60606
368477,27,2133636,BOTTLENECK WELLS LLC,1417-1419 N WELLS ST BSMT/1/2,60610
391703,42,2517304,STK CHICAGO LLC,9 W KINZIE ST 1ST,60654
211910,12,2528945,FELICIANO RODRIGUEZ,1637 W 35TH ST 1ST,60609
464197,22,2699185,R.I.A. AUTO REPAIR INC.,2859 S LAWNDALE AVE GROUNDLEVEL,60623
304626,42,1767708,"A5 GROUP, INC.",1 N LA SALLE ST 47,60602
283671,42,2048785,401 NORTH WABASH VENTURE LLC,401 N WABASH AVE 1-89,60611
279154,27,1514514,"PHIL STEFANI SIGNATURE EVENTS, LLC",1300 W HUBBARD ST 1,60642
222739,42,1927330,"TD AMERITRADE, INC.",111 W WASHINGTON ST 1 LL 5,60602
85659,10,2314338,H&R BLOCK ENTERPRISES LLC,3016 E 92ND ST 1ST,60617
388434,5,2313846,PHO 55 NOODLE AND GRILL INC.,1611 E 55TH ST 1ST,60615
55025,42,40179,CHARLIE DOMINIGUE,21 N WABASH AVE 1ST,60602
348010,19,2216042,"MUSTARDSEED LEARNING CENTER, INC.",3656 W 111TH ST 1,60655
27335,42,1274058,M B JEWELERS INC,29 E MADISON ST  1835,60602
388390,44,2313765,Levin Accounting and Tax Services Inc.,3440 N LAKE SHORE DR 3RD 3G,60657
404300,49,2451680,CHICAGO TV INSTALLER,6748 N ASHLAND AVE L6,60626
463730,4,2698458,NAUTICAL HOSPITALITY GROUP LLC,730 S CLARK ST 1 UNIT D+E,60605
62968,27,2204095,"INTERNATIONAL ART SERVICES, INC.",400 N WOLCOTT AVE 3,60622
8348,42,2320682,"CENTRAL PARKING SYSTEM, INC.","200 E RANDOLPH ST 77, 54 7700, 5475",60601
259,12,1402,"JEWEL FOOD STORES, INC.",3644 S ARCHER AVE 1,60609
387722,20,2307975,"NAYLEAH' S GROCERY, INC.",4758 S THROOP ST 1 ST 1 F,60609
85659,21,1330717,H&R BLOCK ENTERPRISES LLC,8701 S ASHLAND AVE  3,60620
388773,31,2314672,"AGENCIA LATINOS, INC.",4444 W DIVERSEY AVE 1ST,60639
387694,2,2307900,HC WATER TOWER LLC,835 N MICHIGAN AVE 7 8020,60611
424963,41,2579084,"MARIO'S WINE & SPIRITS, INC",5338-5340 N CUMBERLAND AVE 1,60656
86340,43,2271640,"LINCOLN PARK ATHLETIC CLUB, INC.",1001-1003 W DIVERSEY PKWY,60614
291471,2,2334251,CARAMELCRISP LLC,835 N MICHIGAN AVE 7TH 8055,60611
268298,42,1445845,"MILLENNIUM PARK JOINT VENTURE, LLC",11-35 N MICHIGAN AVE,60602
467163,43,2718420,DEON LATONE JONES,2150 N LINCOLN PARK WEST  4TH 414,60614
40657,42,2333738,CHICAGO GEM AND JEWELRY EVALUATION SERVICES INC.,29 E MADISON ST 16 1615,60602
268298,42,1448297,"MILLENNIUM PARK JOINT VENTURE, LLC",11-35 N MICHIGAN AVE,60602
467122,42,2718346,BELEN I. MENDOZA,5 S WABASH AVE 5TH 506,60603
467426,28,2718829,DANIKA WILKINS,4326 W MONROE ST 2ND,60624
53766,2,31960,JERRY PEART & JOHN ADDUCI,1544 N SEDGWICK ST  1ST,60610
369901,27,2379471,Athleta LLC,901 W WEED ST 1ST,60642
384649,32,2284394,"TGS CHICAGO, LLC",1612 W NORTH AVE,60622
38284,42,1272877,CARMEN ANDINO,29 E MADISON ST  1508A,60602
404347,1,2703457,"INDOOR SCIENCES, INC.",945 N ASHLAND AVE,60622
356435,31,2141424,DOMINGO YUPA,4821 W DIVERSEY AVE,60639
85659,1,2013225,H&R BLOCK ENTERPRISES LLC,1232-1234 N MILWAUKEE AVE 1 1,60622
465765,1,2709506,BRUCE FINKELMAN,[REDACTED FOR PRIVACY],60622
85659,5,1330572,H&R BLOCK ENTERPRISES LLC,2101 E 71ST ST  B,60649
388754,22,2314632,"OGDEN FOODS, LLC",4320 W OGDEN AVE 1,60623
361142,44,2088979,"LAUGH FACTORY CHICAGO, LLC",3175 N BROADWAY  1&2,60657
402961,2,2438010,"SMOKE SHOP XXX, INC.",1920 W NORTH AVE  C3,60622
425819,42,2584149,"KENSINGTON RESEARCH AND RECOVERY, INC.",209 W JACKSON BLVD 4TH 402,60606
403864,31,2652559,DORIS M. MOLINA,2535 N LARAMIE AVE 1ST,60639
464773,15,2703942,ROYAL REPAIRS & BODY CO.,4242-4244 S WESTERN AVE 1ST,60609
274497,42,1921793,N.V. HAIR STUDIO LTD.,17 N WABASH AVE 5TH 560,60602
86340,44,2079177,"LINCOLN PARK ATHLETIC CLUB, INC.",1002 W DIVERSEY PKWY 2ND 200,60614
398532,27,2398967,"CHINESE GOAT, LLC",851-857 W FULTON MARKET  1ST,60607
467182,42,2718454,A&A BEAUTY STUDIO LLC,605 N MICHIGAN AVE 4 403,60611
32101,2,32348,"MARSHALL FIELD'S CHICAGO, INC.",835 N MICHIGAN AVE GROUND,60611
388270,6,2314665,"COTTAGE GROVE MEAT & GROCERY, INC.",7458 S COTTAGE GROVE AVE GROUND,60619
362492,47,2157141,MENSCH AND MENSCH LLC,4000-4006 N SOUTHPORT AVE 1,60613
412288,33,2506069,"SIYARAM ENTERPRISES, INC.",2814-2824 W IRVING PARK RD 1ST,60618
403100,3,2442437,"S & A MINI MART, INC.",325 E 47TH ST 1ST,60653
413996,47,2516512,PILGRIM EVANGELICAL LUTHERAN CHURCH,4300 N WINCHESTER AVE 1ST,60613
85659,43,2314635,H&R BLOCK ENTERPRISES LLC,2364 N CLARK ST 1ST,60614
467231,13,2718521,RICOLANDIA 1 INC.,3916 W 71ST ST 1ST,60629
466947,48,2718036,"ALTOMONTE ADVISORY GROUP, LLC",5000 N MARINE DR 2C 2C,60640
388269,36,2313510,"E & B AMUSEMENTS, INC.",5758 W ADDISON ST,60634
268968,42,2206357,"CONSTRUCTION SERVICE ASSOCIATES, LLC",166 W WASHINGTON ST  750,60602
456870,23,2709203,AHG HOSPITALITY INC.,5315-5347 S PULASKI RD,60632
319267,42,1873888,"900 HOTEL VENTURE, LLC",120 E DELAWARE PL 1,60611
413206,32,2548936,ROYAL PALMS CHICAGO LLC,1750 N MILWAUKEE AVE 1,60647
425765,42,2584056,RENEE POSPISIL,[REDACTED FOR PRIVACY],60654
425190,41,2583185,JFB Holdings Inc ( DBA Fastsigns103501),5344-5346 N CUMBERLAND AVE,60656
298924,42,1649700,"PANDA EXPRESS, INC.",130 E RANDOLPH ST,60601
369601,47,2138159,"The Bongo Room, III, Inc.",5022 N CLARK ST 1 ST,60640
26823,42,1680868,"HARLAN J. BERK, LTD.",31 N CLARK ST GROUND FLOOR,60602
466224,20,2712850,"CLOUDZ SMOKE SHOP, LLC.",546 E 67TH ST 1ST,60637
425107,49,2579298,EL PECADO INC.,6922 N CLARK ST 1ST,60626
203747,42,1841718,THE JUDICIAL SALES CORPORATION,1 S WACKER DR 24,60606
289686,42,1592322,"55 E. JACKSON, LLC",55 E JACKSON BLVD  C,60604
388680,20,2314434,BANTU ENTERTAINMENT,6146 S VERNON AVE 3,60637
58518,42,2378956,KENT MIKOLITE,17 N WABASH AVE 4TH 490,60602
63049,42,2355211,THE HEARN COMPANY,70 W MADISON ST 19 1900,60602
32101,2,1648811,"MARSHALL FIELD'S CHICAGO, INC.",835 N MICHIGAN AVE GROUND,60611
259,23,1366,"JEWEL FOOD STORES, INC.",5320 S PULASKI RD 1ST #,60632
415641,37,2749500,SCHWEET LLC,5248 W CHICAGO AVE,60651
26302,42,2428247,"ALLIED GEM APPRAISERS, LTD.",29 E MADISON ST 11TH 1102,60602
86101,42,1193861,EMPLOYEE RESOURCE SYSTEMS INC,29 E MADISON ST  1600,60602
27314,42,1274456,EDMUND D SCHMELZLE & SONS,29 E MADISON ST  1214,60602
387482,18,2304565,"ASEEL'S RESTAURANT, INC.",8245 S KEDZIE AVE 1ST,60652
467167,41,2718427,ZERO DEGREE HEATING & COOLING CORP.,5843 N HARLEM AVE,60631
387757,42,2308082,"222 W. Merchandise Mart Plaza Halsted Street Deli, LLC",222 W MERCHANDISE MART PLZ 2ND 216,60654
32101,42,32341,"MARSHALL FIELD'S CHICAGO, INC.",111 N STATE ST,60602
467063,33,2718255,"MMT BROTHERS INC.,",3051 N CALIFORNIA AVE,60618
467330,22,2718673,ANAYELI MOYAHO JIMENEZ,4308 W 31ST ST 1ST,60623
56253,44,1516435,"DSW SHOE WAREHOUSE, INC.",3131 N CLARK ST,60657
399716,42,2451577,666 WEST LAKE LLC,660-664 W LAKE ST,60661
404414,26,2563625,"NORTH AVE RETAILS, LLC",4317 W NORTH AVE 1ST,60639
374921,12,2307715,"P-AMERICAS, LLC",1400 W 35TH ST 1ST,60609
425235,27,2583623,BALLROOM DANCE CHICAGO LLC,845 W FULTON MARKET    213,60607
220391,42,1194468,EUN YOUNG SHIN,69 W WASHINGTON ST  LL-18,60602
466595,42,2713492,"Belo Marketing Solutions, Inc.",17 N STATE ST 8 890,60602
28685,42,19129,LEVY CORP,29 E MADISON ST 7 700,60602
32101,42,32343,"MARSHALL FIELD'S CHICAGO, INC.",111 N STATE ST,60602
462080,21,2713182,BNB NETWORKS LLC,8755 S BISHOP ST,60620
313162,28,2137068,J.R. METALS SCRAP INC.,4157 W KINZIE ST 1 1,60624
3746,42,7077,"LINO'S RESTAURANT, INC.",222 W ONTARIO ST 1,60654
259,40,1394,"JEWEL FOOD STORES, INC.",5516 N CLARK ST  1ST,60640
402257,1,2432583,KUKAI CHICAGO LLC,1482 N MILWAUKEE AVE 1,60622
296185,42,1644953,JOHN C. ANGILERI,69 W WASHINGTON ST  LL12,60602
259,44,2642350,"JEWEL FOOD STORES, INC.",3630 N SOUTHPORT AVE 1ST AND 2ND FLOORS,60613
56097,47,2214425,L & L AUTO SERVICE INC,4142 N WESTERN AVE # 1,60618
370196,47,2516641,CHICAGO LOCAL MARKETS LLC,1467-1469 W IRVING PARK RD,60613
388174,49,2309128,MIGUEL GONZALEZ,1418 W MORSE AVE 1ST,60626
248646,42,2589561,"GABRIEL, ROEDER, SMITH & COMPANY",120 N LA SALLE ST  1350,60602
466186,46,2712792,SEAFOOD JUNCTION MARKET N SHERIDAN INC.,4515 N SHERIDAN RD 1ST,60640
32101,42,32340,"MARSHALL FIELD'S CHICAGO, INC.",111 N STATE ST,60602
324427,42,2663967,MENOTTI & CO.,77 W WASHINGTON ST 13TH 1307,60602
404706,13,2452576,HAI Q NGUYEN,6624 S PULASKI RD 1ST,60629
369191,42,2137190,"MINA 2 ENTERPRISE GROUP, INC.",48 N WELLS ST 1ST,60606
291471,42,2364211,CARAMELCRISP LLC,151 N MICHIGAN AVE 1 4,60601
370159,10,2210444,ERIC M LIVAK,13511 S BRANDON AVE 1ST,60633
254215,42,1300981,R SEDRAK CORPORATION,29 E MADISON ST 1ST,60602
466864,48,2717885,MODERN AMERICAN MAID CORPORATION,5638 N RIDGE AVE 2ND,60660
298924,4,2125299,"PANDA EXPRESS, INC.",515 S STATE ST,60605
460007,29,2676957,"THE AUSTIN OASIS, LLC",901 S AUSTIN BLVD,60644
387694,2,2307901,HC WATER TOWER LLC,835 N MICHIGAN AVE 7 8020,60611
425391,33,2583527,KARAM GRILL. INC.,4849 N KEDZIE AVE 1ST,60625
28668,42,2771213,SYD JEROME MEN'S WEAR,20 N CLARK ST 1ST,60602
467209,42,2718485,Millan Chicago,1 S DEARBORN ST 20TH FLOOR,60603
424286,42,2575349,"City Rock, LLC",100 W RANDOLPH ST BASEMENT,60601
466514,23,2713341,"HEART ""N"" HANDS SERVICES LLC",3635 W 55TH ST,60632
463602,1,2698205,WESTERN WINE & SPIRITS INC,2218-2222 N WESTERN AVE 1ST,60647
467299,14,2718625,NATALIE M POTEMPA,5652 S KEDZIE AVE 1ST,60629
398532,27,2398966,"CHINESE GOAT, LLC",851-857 W FULTON MARKET  1ST,60607
399168,1,2405929,DALANJIN INC.,1359 W GRAND AVE,60642
259,45,1337,"JEWEL FOOD STORES, INC.",4729 N CENTRAL AVE 1ST,60630
211910,25,2147476,FELICIANO RODRIGUEZ,1317 W 18TH ST 1ST,60608
202461,42,2162683,WORLD JOINT  CORP.,111 N WABASH AVE  2108,60602
368859,50,2134379,"ANDRES ROOFING & CONSTRUCTION, INC.",2736 W TOUHY AVE 1ST,60645
85325,47,1139573,AMERICAN DRUG STORES LLC,3400 N WESTERN AVE,60618
330964,42,1904149,"TK CHICAGO LOOP, LLC",17 N WABASH AVE 2,60602
334381,42,1916661,"DYNAMIC SOLUTIONS GROUP, INC.",50 E WASHINGTON ST 5TH 503,60602
85325,28,1139577,AMERICAN DRUG STORES LLC,1220 S ASHLAND AVE,60608
370191,14,2141990,"NORTH BRANCH TRADING, LLC",4701 S WHIPPLE ST 1ST D,60632
85325,36,1353381,AMERICAN DRUG STORES LLC,2520 N NARRAGANSETT AVE,60639
259,45,1409,"JEWEL FOOD STORES, INC.",4660 W IRVING PARK RD 1ST,60641
285589,42,1648477,"YASA, INC.",75 E WASHINGTON ST,60602
327055,42,1891701,RESIDUAL BASED FINANCE CORPORATION,70 W MADISON ST 22 2200,60602
466521,21,2713354,"FOOD ON THE RUN, LLC",8036-8040 S ASHLAND AVE 1ST,60620
404652,4,2452460,"SNG ENTERPRISES, INC.",724 S DEARBORN ST 1ST,60605
369138,42,2141226,"STRANDS CHICAGO, INC",408 N CLARK ST,60654
424543,25,2699077,"1253 W 18TH STREET, LLC",2009 S LAFLIN ST,60608
56097,47,2477167,L & L AUTO SERVICE INC,4154-56 N WESTERN AVE,60618
467115,37,2718336,MIAE HWANG,4545 W DIVISION ST  #025&026,60651
259,38,1144401,"JEWEL FOOD STORES, INC.",6430 W IRVING PARK RD,60634
424126,11,2574892,YIP INC.,2428-2436 S WALLACE ST 1,60616
466885,27,2717934,JOSE URGILEZ,724 N ST LOUIS AVE 1ST,60624
358113,12,2068919,"AG 26TH, INC.",3201 W 26TH ST 1ST,60623
398730,24,2404650,"FULLERS CARWASH LITTLE VILLAGE, INC.",2146 S ROCKWELL ST,60608
358115,2,2068925,"AG NORTH AVENUE BEACH, INC.",130 W NORTH AVE 1ST,60610
85659,32,14242,H&R BLOCK ENTERPRISES LLC,2918 N ASHLAND AVE 1ST #,60657
50926,25,2214316,RAFAEL GUZMAN,1824 W 17TH ST # 1ST,60608
274918,15,2314829,BERTHA MONTELONGO,2314 W 48TH ST 1ST,60609
396634,18,2385872,ABRA AUTO BODY & GLASS LP,3119 W COLUMBUS AVE 1ST,60652
283671,42,2563853,401 NORTH WABASH VENTURE LLC,401 N WABASH AVE 1-89,60611
367515,42,2210122,"FIRST CLASS CHICAGO, LLC",[REDACTED FOR PRIVACY],60611
6257,42,13393,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,60602
425431,47,2583584,PIHI CORPORATION,3539 N WESTERN AVE 1ST,60618
259,4,1144384,"JEWEL FOOD STORES, INC.",443 E 34TH ST,60616
205606,42,2569683,HOSTWAY CORPORATION,211 W WACKER DR 9 900E,60606
23778,42,43049,"RIVA, LP",700 E GRAND AVE 1ST & 2ND,60611
259,36,1353385,"JEWEL FOOD STORES, INC.",2520 N NARRAGANSETT AVE,60639
40948,42,59084,WATSON DWYER TEMPORARIES,25 E WASHINGTON ST  1300,60602
25220,42,5670,NEW YORK JEWELERS INC.,11 N WABASH AVE GROUND,60602
369702,33,2646260,STYLE TRAVEL INC.,4109 N KEDZIE AVE 1ST,60618
387384,2,2304404,"RAJSHREE-KK, INC.",1349 W FULLERTON AVE,60614
48720,27,80210,"NAPLES TAP, INC.",491 N MILWAUKEE AVE  FIRST,60654
31294,42,2134214,DONNA JEWELRY INC,21 N WABASH AVE,60602
330240,42,2713676,"REX TRAVEL ORGANIZATION, INC.",100 N LA SALLE ST 18 1850,60602
329988,42,1899268,"PRO NAILS OF CHICAGO, INC.",188 W MADISON ST 1ST,60602
379060,49,2234155,"NEIGHBOR MARKET, INC.",1409 W LUNT AVE 1ST,60626
466961,14,2718061,"GHOST CUTS, LLC",4419 S KEDZIE AVE GROUND,60632
421906,38,2560600,CIRUZZU II LLC,7605-7607 W ADDISON ST 1ST,60634
268468,42,2429112,"PCG CONSULTING, INC.",134 N LA SALLE ST 21 2110,60602
63623,43,2205291,"SCHINDLER COMMUNICATIONS, INC.",1716 N ST MICHAELS CT 3RD,60614
8914,25,21540,"TUSCANY RISTORANTE, INC.",1014-1018 W TAYLOR ST 1ST,60607
369901,42,2359729,Athleta LLC,101 E OAK ST 1ST,60611
466856,16,2717854,TAKSH & RUDRA LLC,6237 S HALSTED ST 1ST C,60621
62642,37,3833,GUS KAPRALES,5100 W NORTH AVE # 1,60639
417523,25,2559558,WEST WING LIVE LLC,2120 S JEFFERSON ST 1,60616
396460,15,2384961,SPECTRUM FOOD MART INC.,4658 S CALIFORNIA AVE 1ST,60632
56229,50,47917,MUSASHI INC.,6248 N CALIFORNIA AVE  FIRST,60659
466793,27,2718464,ANTICONQUISTA CAFE LLC,324 N LEAVITT ST,60612
465103,30,2708481,DATT AUTO LLC,3441-3445 N PULASKI RD 1ST,60641
245952,42,2564511,"302 E. ILLINOIS STREET, L.L.C.",302 E ILLINOIS ST,60611
86896,2,39297,LASALLE DISCOUNT INC,200 E DELAWARE PL 1ST,60611
85659,16,2314334,H&R BLOCK ENTERPRISES LLC,6245 S ASHLAND AVE 1ST,60636
85659,28,14248,H&R BLOCK ENTERPRISES LLC,2406 W CERMAK RD 1ST #,60608
404525,32,2452203,BYRD FITNESS LLC,1814 N MILWAUKEE AVE GROUND,60647
425109,42,2583181,FITNESS BLUEPRINT LLC,125 S JEFFERSON ST 1ST,60661
370174,42,2210446,Augusta Staffing Group LLC,411 W ONTARIO ST 4 410,60654
32308,42,1908611,SUTTER T & DIANE M KAJITA,30 N MICHIGAN AVE 6TH 601,60602
85659,18,14235,H&R BLOCK ENTERPRISES LLC,8065 S CICERO AVE,60652
400709,49,2550103,THE FACTORY THEATER COMPANY,1621-1623 W HOWARD ST 1 C-D,60626
457153,42,2653243,John Howard Association of Illinois,70 E LAKE ST  410,60601
6257,42,13391,TEN NORTH DEARBORN RESTAURANT CORPORATION,10 N DEARBORN ST,60602
367515,42,2210121,"FIRST CLASS CHICAGO, LLC",[REDACTED FOR PRIVACY],60611
388171,42,2309126,"SILOM 12 EXPRESS, INC.",222 W MERCHANDISE MART PLZ 2 FC7,60654
466458,45,2713278,CWK CHICAGO - PORTAGE PARK LLC,4831 N MILWAUKEE AVE,60630
326971,42,1888282,"FRONT BARNETT ASSOCIATES, LLC",70 W MADISON ST 49 4920,60602
424963,41,2579085,"MARIO'S WINE & SPIRITS, INC",5338-5340 N CUMBERLAND AVE 1,60656
403606,15,2446916,ANDRESMAR CORP.,4300 S WESTERN AVE,60609
370315,45,2609774,"CHICAGO GLASS & MIRROR,INC.",3956 N ELSTON AVE 1ST FLOOR,60618
416785,18,2529822,KEDZIE FOOD & MINI MART INC.,7700-7710 S KEDZIE AVE 1ST,60652
